,District_Code,Name_EN,old,a,b,c,d,e,f,g,h,UID,no_img,Name_ZH,Address,District_EN,District_ZH,Main_Diety,Founding_Date,Steele,Plaque,latitude,longitude,old_2,State
399,,,True,False,False,False,False,False,False,False,False,A172,,巴莪南天庙,"Pagoh, 84600 Pagoh, Johor",,,,,,,2.149223,102.7721509,,Johor
400,,,True,False,False,False,False,False,False,False,False,A173,,飛來洞,"Jalan Balai Raya, Taman Bukit Pasir, 84300 Bukit Pasir, Johor",,,,,,,2.0996518,102.638599,,Johor
401,,,True,False,False,False,False,False,False,False,False,A174,,头条福寿宫老庙,"84300 Bukit Pasir, Johor",,,,,,,2.1013592,102.6376601,,Johor
402,,,True,False,False,False,False,False,False,False,False,A175,,顺平官,"3, Jln Kemuning 6, Taman Bukit Pasir, 84300 Bukit Pasir, Johor",,,,,,,2.1048316,102.6391753,,Johor
403,,,True,False,False,False,False,False,False,False,False,A176,,玄順殿,"JJ13/, ,Block B, 4, Jalan Tepi 1, 84300 Bukit Pasir, Johor",,,,,,,2.1025049,102.6375125,,Johor
404,,,True,False,False,False,False,False,False,False,False,A178,,禅清殿,"Unnamed Road, 84000, 84000, Johor",,,,,,,2.0538575,102.5680727,,Johor
405,,,True,False,False,False,False,False,False,False,False,A179,,慧觉殿,"Temple of Ji Gong 183, Jln Merah 8, 84000 Muar, Johor",,,,,,,2.0674204,102.5996946,,Johor
406,,,True,False,False,False,False,False,False,False,False,A180,,龍山嚴,"Jalan Temenggong Ahmad, Taman Parit Bakar Indah, Johor, 84010 Muar",,,,,,,2.004447,102.6046674,,Johor
407,,,True,False,False,False,False,False,False,False,False,A181,,翠美古庙,"Chinese Temple, 84150 Parit Jawa, Johor",,,,,,,1.9509244,102.6340253,,Johor
408,,,True,False,False,False,False,False,False,False,False,A182,,清水祖師,"Chinese Temple, 84150 Parit Jawa, Johor",,,,,,,1.9509244,102.6340253,,Johor
409,,,True,False,False,False,False,False,False,False,False,A183,,"一真法界 Yap Chan Fatt Kai Temple,","No192 , Jalan Tapah, Skudai.",,,,,,,1.5382064,103.6568801,,Johor
410,,,True,False,False,False,False,False,False,False,False,A184,,鬼谷仙師,"Kampung Ungku Mohsin Jalan Tampoi, Johor",,,,,,,1.5146841,103.7374557,,Johor
411,,,True,False,False,False,False,False,False,False,False,A185,,樂符宮,"Jalan Riang 22, Taman Gembira",,,,,,,3.0823794,101.6785917,,Johor
412,,,True,False,False,False,False,False,False,False,False,A186,,洪仙宮,"B85, Jalan Indah 5/14, Taman Bukit indah, 81200 Johor Bahru",,,,,,,1.483253,103.6434183,,Johor
413,,,True,False,False,False,False,False,False,False,False,A187,,水尾聖娘,"Jalan Tun Teja, Skudai, 81300 Johor Bahru",,,,,,,1.5248347,103.6668347,,Johor
414,,,True,False,False,False,False,False,False,False,False,A188,,福德廟,"120, Jalan Seri Orkid 15, Taman Seri Orkid, 81300 Skudai, Johor",,,,,,,1.5112238,103.6424215,,Johor
415,,,True,False,False,False,False,False,False,False,False,A189,,天樂宮神廟,"Taman Selesa Jaya, 81300 Skudai, Johor",,,,,,,1.489736,103.634924,,Johor
416,,,True,False,False,False,False,False,False,False,False,A190,,大學城關帝廟 Guan Ti Temple Taman U,"PTD ： 62501, Jalan Kejayaan 8, Taman Universiti, 81300 Skudai, Johor",,,,,,,1.5295636,103.6272827,,Johor
417,,,True,False,False,False,False,False,False,False,False,A191,,二郎神廟,"Jalan Kebangsaan 29, Taman Universiti, 81300 Skudai, Johor",,,,,,,1.5330556,103.629994,,Johor
418,,,True,False,False,False,False,False,False,False,False,A192,,鰲峰宮， 保生大帝,"Taman Sutera Utama , 81300 Skudai, Johor",,,,,,,1.512862,103.664862,,Johor
419,,,True,False,False,False,False,False,False,False,False,A193,,拿督公廟,"Jalan Tun Teja, Skudai 81300 Johor Bahru, Johor",,,,,,,1.5248347,103.6668347,,Johor
420,,,True,False,False,False,False,False,False,False,False,A194,,洪仙大帝,"60-55 , Jalan Tun Teja, Skudai 81300 Johor Bahru, Johor",,,,,,,1.5225426,103.670205,,Johor
421,,,True,False,False,False,False,False,False,False,False,A196,,三山國王廟,"46, Jalan Jambu, Kampung Melayu, Kangkar Pulai, 81100 , Johor",,,,,,,1.5580953,103.5932376,,Johor
422,,,True,False,False,False,False,False,False,False,False,A197,,皇后花园法主公宫,"Jalan Bentara 9, Taman Ungku Tun Aminah, 81300 Skudai, Johor",,,,,,,1.5168339,103.6610933,,Johor
423,,,True,False,False,False,False,False,False,False,False,A198,,士古来玉旨敕封三教中佛殿,"29, Jalan Impian Emas 22, Taman Impian Emas, 81300 Skudai, Johor",,,,,,,1.5360012,103.6720518,,Johor
424,,,True,False,False,False,False,False,False,False,False,A199,,圆观堂,"54, Jalan Ronggeng 19, Taman Nesa, 81300 Skudai, Johor.",,,,,,,1.5271407,103.6576497,,Johor
425,,,True,False,False,False,False,False,False,False,False,A200,,武天宫 Wu Tian Gong,"4, Jalan Ceria 19, Taman Nusa Indah, 81200 Johor Bahru, Johor",,,,,,,1.4771876,103.6330085,,Johor
426,,,True,False,False,False,False,False,False,False,False,A201,,慈濟 Buddhist Tzu Chi Foundation Malaysia (Johor Bahru),"3, Jalan Jaguh 1, Taman Harmoni 2, 81300 Skudai, Johor",,,,,,,1.5266668,103.6493526,,Johor
427,,,True,False,False,False,False,False,False,False,False,A202,,Buddhist Tzu Chi Foundation Malaysia (Johor Bahru) 慈濟,"3, Jalan Jaguh 1, Taman Harmoni 2, 81300 Skudai, Johor",,,,,,,1.5266668,103.6493526,,Johor
428,,,True,False,False,False,False,False,False,False,False,A203,,武天宫,"4, Jalan Ceria 19, Taman Nusa Indah, 81200 Johor Bahru, Johor",,,,,,,1.4771876,103.6330085,,Johor
429,,,True,False,False,False,False,False,False,False,False,A204,,弥陀之家东林寺,"No 18, Jalan Pertama 4, Pusat Perdagangan Danga Utama, Johor",,,,,,,1.5190766,103.678989,,Johor
430,,,True,False,False,False,False,False,False,False,False,A205,,圆观堂,"54, Jalan Ronggeng 19, Taman Nesa, 81300 Skudai, Johor",,,,,,,1.5271407,103.6576497,,Johor
431,,,True,False,False,False,False,False,False,False,False,A206,,金刚寺,"No. 2, Jalan Temenggong 9, Taman Ungku Tun Aminah, 81300 Skudai, Johor",,,,,,,1.5104369,103.653161,,Johor
432,,,True,False,False,False,False,False,False,False,False,A207,,仙靈廟,Jementah,,,,,,,2.440059,102.6851551,,Johor
433,,,True,False,False,False,False,False,False,False,False,A208,,皇后花园法主公宫,"Jalan Bentara 9, Taman Ungku Tun Aminah, 81300 Skudai, Johor",,,,,,,1.5168339,103.6610933,,Johor
434,,,True,False,False,False,False,False,False,False,False,A209,,慈濟,"3, Jalan Jaguh 1, Taman Harmoni 2, 81300 Skudai, Johor",,,,,,,1.5266668,103.6493526,,Johor
435,,,True,False,False,False,False,False,False,False,False,A210,,武天宫 Wu Tian Gong,"4, Jalan Ceria 19, Taman Nusa Indah, 81200 Johor Bahru, Johor",,,,,,,1.4771876,103.6330085,,Johor
436,,,True,False,False,False,False,False,False,False,False,A211,,圆观堂,"54, Jalan Ronggeng 19, Taman Nesa, 81300 Skudai, Johor.",,,,,,,1.5271407,103.6576497,,Johor
437,,,True,False,False,False,False,False,False,False,False,A212,,士古来玉旨敕封三教中佛殿,"29, Jalan Impian Emas 22, Taman Impian Emas, 81300 Skudai, Johor",,,,,,,1.5360012,103.6720518,,Johor
438,,,True,False,False,False,False,False,False,False,False,A213,,金刚寺,"No. 2, Jalan Temenggong 9, Taman Ungku Tun Aminah, 81300 Skudai,",,,,,,,1.5104369,103.653161,,Johor
439,,,True,False,False,False,False,False,False,False,False,A214,,西陽伯公宮,"Lorong B-8, Pekan Nenas, Johor",,,,,,,1.510691,103.513365,,Johor
440,,,True,False,False,False,False,False,False,False,False,A215,,吳爺宮,"Lorong B-5, Pekan Nenas, Johor.",,,,,,,1.5082304,103.5159703,,Johor
441,,,True,False,False,False,False,False,False,False,False,A216,,聖德廟,"510, Lorong C-5, Taman Sri Kiambang 81500 pekan Nenas , Johor",,,,,,,1.5121632,103.5101092,,Johor
442,,,True,False,False,False,False,False,False,False,False,A217,,而南伯公廟,"458- 463, Lorong C-2, Taman Seri, Damanasara , 81500 Pekan Nenas, Johor",,,,,,,1.510328,103.508364,,Johor
443,,,True,False,False,False,False,False,False,False,False,A218,,中國佈道會北干那那聖道堂,"Lorong B-2, Pekan Nenas , 81500 Pekan Nenas, Johor",,,,,,,1.509871,103.51315,,Johor
444,,,True,False,False,False,False,False,False,False,False,A219,,修本堂 ulu Choh,"81500 Pekan Nenas, Johor",,,,,,,1.507599,103.512533,,Johor
445,,,True,False,False,False,False,False,False,False,False,A220,,忠義堂,"Pekan Nenas , 81500 Pekan Nenas, Johor",,,,,,,1.507599,103.512533,,Johor
446,,,True,False,False,False,False,False,False,False,False,A221,,慈庵廟大伯公,"Jalan Tanjung Kupang, Ulu Choh, 81500 Pekan Nenas, Johor",,,,,,,1.5196895,103.5538383,,Johor
447,,,True,False,False,False,False,False,False,False,False,A222,,保聖宮,"Jalan Ulu Choh, Kampung Ulu Choh, 81500 , Pekan Nenas, Johor",,,,,,,1.5273041,103.5442844,,Johor
448,,,True,False,False,False,False,False,False,False,False,A223,,光明寺,"80-78, Jalan Kobis , Kampung Ulu Choh, 81500, Pekan Nenas, Johor",,,,,,,1.5239208,103.5412196,,Johor
449,,,True,False,False,False,False,False,False,False,False,A224,,大善寺 （ 店屋庙）,"15, Jalan SS 1/1, Taman Sri Saujana 2, 81900 Kota Tinggi, Johor",,,,,,,1.6743626,103.8526022,,Johor
450,,,True,False,False,False,False,False,False,False,False,A225,,Thekchen Choling Kota Tinggi大乘禅寺哥打丁宜禅修中心,"Lot 691 kampung Tai Hong, Johor",,,,,,,1.7384913,103.8557982,,Johor
451,,,True,False,False,False,False,False,False,False,False,A226,,天聖宮 – kota tinggi,"kampung Tai Hong, Johor",,,,,,,1.732962,103.8599009,,Johor
452,,,True,False,False,False,False,False,False,False,False,A227,,哥打丁宜善導精舍,"35, Jalan Melati 1, Taman Melati Putih, 81900 Kota Tinggi, Johor",,,,,,,1.7226945,103.8856923,,Johor
453,,,True,False,False,False,False,False,False,False,False,A228,,哥打丁宜龍望關帝廟,"Jalan Melati 1, Taman Melati Putih, 81900 Kota Tinggi, Johor",,,,,,,1.72306,103.886156,,Johor
454,,,True,False,False,False,False,False,False,False,False,A229,,Fattus 金山谷法渡寺,"Taman Kota Merdesa, 81900 Kota Tinggi, Johor",,,,,,,1.724927,103.8852511,,Johor
455,,,True,False,False,False,False,False,False,False,False,A232,,天鳳廟 / 哪吒蓮花三太子,"27, Jalan Kampung Tembioh, Kampung Tembioh, 81900 Kota Tinggi,",,,,,,,1.726322,103.90467,,Johor
456,,,True,False,False,False,False,False,False,False,False,A233,,明山宮 / 觀音 / 關公,"Kampung Tembioh,",,,,,,,1.726238,103.905634,,Johor
457,,,True,False,False,False,False,False,False,False,False,A234,,哥打丁宜德教会紫登阁,"No.1, Jalan Abdulah, Pekan Kota Tinggi, 81900 Kota Tinggi, Johor",,,,,,,1.731432,103.900601,,Johor
458,,,True,False,False,False,False,False,False,False,False,A236,,峝主庙 • 侯王爷,"Teluk Sengat, 81900 Ayer Tawar, Johor",,,,,,,1.56247,104.0312149,,Johor
459,,,True,False,False,False,False,False,False,False,False,A237,,南亚港龙潭古庙,"Teluk Sengat, 81900 Ayer Tawar, Johor",,,,,,,1.56247,104.0312149,,Johor
460,,,True,False,False,False,False,False,False,False,False,A238,,东勇庙,"Jalan Senangin, 81900 Tanjung Sedeli, Johor",,,,,,,1.9264555,104.1237765,,Johor
461,,,True,False,False,False,False,False,False,False,False,A239,,三寶壇 San Bao Temple,"San Bao Temple, Lor 1, kampong Jalan Seesun, 86300 Renggam, Johor",,,,,,,1.8888734,103.4032392,,Johor
462,,,True,False,False,False,False,False,False,False,False,A243,,,"4, Lor 2, Rengam, 86300 Renggam, Johor",,,,,,,1.8893415,103.4020948,,Johor
463,,,True,False,False,False,False,False,False,False,False,A244,,令金睡佛寺 （ 住家）,"Jln 10, Rengam, 86300 Renggam, Johor",,,,,,,1.8889825,103.3979941,,Johor
464,,,True,False,False,False,False,False,False,False,False,A245,,令金新村老觀音廟,"2, Jalan 5, Rengam, 86300 Renggam, Johor",,,,,,,1.8906779,103.3976231,,Johor
465,,,True,False,False,False,False,False,False,False,False,A246,,新邦令金濟公壇,"42 jalan pineapple, 86200 Simpang Renggam, Johor",,,,,,,1.82733,103.308655,,Johor
466,,,True,False,False,False,False,False,False,False,False,A247,,新邦令金德教會紫濡閣,"Taman Suria, 86200 Simpang Renggam, Johor",,,,,,,1.8140437,103.3190256,,Johor
467,,,True,False,False,False,False,False,False,False,False,A249,,雲龍宮,"Jalan Bakawali, Kampung Simpang Renggam, 86200 Simpang Renggam, Johor",,,,,,,1.8281066,103.3057238,,Johor
468,,,True,False,False,False,False,False,False,False,False,A250,,天福寺,"Simpang Renggam, 86200 Simpang Renggam, Johor",,,,,,,1.8394506,103.3356272,,Johor
469,,,True,False,False,False,False,False,False,False,False,A251,,慈善堂,"Simpang Renggam, 86200 Simpang Renggam, Johor",,,,,,,1.8394506,103.3356272,,Johor
470,,,True,False,False,False,False,False,False,False,False,A252,,SJK(C) Machap,"Kampung Machap, 86200 Simpang Renggam, Johor",,,,,,,1.8851738,103.263462,,Johor
471,,,True,False,False,False,False,False,False,False,False,A253,,嗎什濟寶堂,"Lot 6506, Jln Bunga Raya, Taman sri Machap86200 Simpang Renggam, Johor",,,,,,,1.8226017,103.3107374,,Johor
472,,,True,False,False,False,False,False,False,False,False,A255,,崑崙洞法主公,"Jln Besar, 86200 Simpang Renggam, Johor",,,,,,,1.82286,103.3145328,,Johor
473,,,True,False,False,False,False,False,False,False,False,A256,,Melaka Buddhist Lodge (Chee Sze Lin) 佛教居士林,"C-1158, Pekan Klebang, 75250 Melaka",,,,,,,2.2072227,102.2185335,,Melaka
474,,,True,False,False,False,False,False,False,False,False,A257,,青龙宫 Selandar Cheng Leong Keng,"Pekan Selandar, 77500 Selandar, Melaka",,,,,,,2.3899952,102.3793231,,Melaka
475,,,True,False,False,False,False,False,False,False,False,A260,,马六甲三宝山,"Jalan Puteri Hang Li Poh, Bukit Cina, 75100 Melaka",,,,,,,2.198584,102.257366,,Melaka
476,,,True,False,False,False,False,False,False,False,False,A261,,宁宜苏拜城堡（Kota Bukit Supai Kuala Linggi / Fort Supai),"Jalan Kampung Teluk Perun, Kampung Kuala Linggi, Melaka",,,,,,,2.386972,101.9688581,,Melaka
477,,,True,False,False,False,False,False,False,False,False,A265,,Kwan Yin Tang Temple 观音堂,"133, Jalan Hang Jebat, 75200 Melaka",,,,,,,2.1978152,102.2452498,,Melaka
478,,,True,False,False,False,False,False,False,False,False,A266,,Xiang Lin Si Temple,"Jalan Tokong, Kampung Dua, 75200 Melaka",,,,,,,2.1977665,102.2467132,,Melaka
479,,,True,False,False,False,False,False,False,False,False,A267,,Chee Teong Beow Temple 慈忠庙 / 黄老仙师,"No. 46, Jalan Tun Perak, 75300, Bachang, Melaka, 75300",,,,,,,2.2119908,102.2413598,,Melaka
480,KT01,Thean Hou Temple,False,True,False,False,False,False,False,False,False,,,天后宮,"Jalan Bypass Kota Tinggi, 81900 Kota Tinggi, Johor.",Kota Tinggi,哥打丁宜,天后聖母,1917.0,,答謝神恩匾 （1917/18）,1.7255786,103.9120878,True,Johor
481,K4,Tianhou gong,False,True,False,False,False,False,False,True,False,,,天后宮,"3，Jalan Trus,86300 Renggam, Johor",Kluang,居鑾,媽祖,1956.0,,,1.8834944,103.4023101,True,Johor
482,S04,Ciguang ting,False,True,False,False,False,False,False,False,False,,,慈光亭,"1, Jalan Genuang, Kampung Abdullah, 85000 Segamat, Johor",Segamat,昔加末,釋迦牟尼,1940.0,,圓通寶殿匾 （1960）,2.4977934,102.8303844,True,Johor
483,BP04,Lingfu gong,False,True,False,False,False,False,False,False,False,,,靈福宮,"Jalan Kampung Sungai Ayam Laut, 83200 Senggarang, Johor",Batu Pahat,峇株巴轄,,1918.0,,"有求必應匾 （1918） ,靈福宮匾 （1924）, 代天察民 （1924）",1.7578199,102.931626,True,Johor
484,BP19,,True,False,False,False,False,False,False,False,False,A002,2.0,天靈宮,"31, Jalan Ang Moh Sam, Taman Sembrong Baru, 83700 Yong Peng, Johor",Batu Pahat,峇株巴轄,未詳,1975.0,,,2.0180711,103.065743,True,Johor
485,BP10,,True,False,False,False,False,False,False,False,False,A003,,永平天后宮,"Taman Selatan, 83700 Yong Peng, Johor",Batu Pahat,峇株巴轄,天后聖母、媽祖,1948.0,,,2.01939,103.062632,True,Johor
486,S10,,True,False,False,False,False,False,False,False,False,A015,,法南宮,"Taman Damai Jaya 1, 85400 Chaah, Johor",Segamat,昔加末,華光大帝,1979.0,,,2.2401134,103.0421752,True,Johor
487,S13,,True,False,False,False,False,False,False,False,False,A020,,雲峰岩,"Lorong Padang, Kampung Bahru, 85200 Jementah, Johor",Segamat,昔加末,武功祖師,2001.0,,,2.4403059,102.6850439,True,Johor
488,S05,,True,False,False,False,False,False,False,False,False,A030,,排海廟,"253, Jalan Abdul Hamid, Bukit Siput, 85000 Segamat, Johor",Segamat,昔加末,水尾聖娘,1951.0,,,2.4861598,102.8464631,True,Johor
489,JB01,,True,False,False,False,False,False,False,False,False,A043,,柔佛古廟,"Lot 653, Jalan Trus, Bandar Johor Bahru, 80000 Johor Bahru, Johor",Johor Bahru,新山,玄天大帝,1860.0,,"總握天樞匾 （1870）, 同沾帝德匾 （1873）, 極德咸沾匾 （1874）, 鐘銘 （1875）",1.4605951,103.7631134,True,Johor
490,BP42,,True,False,False,False,False,False,False,False,False,A050,2.0,天馬道場,"Lot No, 4272, Jalan Perdana Selatan, Taman Bukit Perdana 2, 83000 Batu Pahat, Johor",Batu Pahat,峇株巴轄,笑佛,,,,1.8372251,102.9604952,True,Johor
491,BP09,,True,False,False,False,False,False,False,False,False,A052,1.0,龍安廟,"23, Jalan Muar, Kampung Lubok, 83000 Batu Pahat, Johor",Batu Pahat,峇株巴轄,余、溫、朱三大人,1943.0,,,1.8796549,102.7879384,True,Johor
492,BP03,,True,False,False,False,False,False,False,False,False,A053,13.0,林氏宗祠天后宮,"3, Jalan Fatimah, Kampung Sateh, 83000 Batu Pahat, Johor",Batu Pahat,峇株巴轄,天后聖母、媽祖,1912.0,長林史實碑 （1966）,九龍堂匾 （1932）,1.8487491,102.9278166,True,Johor
493,BP21,,True,False,False,False,False,False,False,False,False,A054,2.0,福興宮,"Lot 2656, Parit Besar Laut, Bagan Mukim 2, 83000 Batu Pahat, Johor.",Batu Pahat,峇株巴轄,三王府,1982.0,,,1.8466761,102.8526998,True,Johor
494,BP12,,True,False,False,False,False,False,False,False,False,A055,12.0,建南寺（太子爺公廟）,"No. 402-A,, Jalan Bukit Pasir, 83000 Batu Pahat, Johor",Batu Pahat,峇株巴轄,哪吒三太子,1953.0,,,1.8847392,102.9472752,True,Johor
495,BP31,,True,False,False,False,False,False,False,False,False,A057,41.0,修緣廟,"Kampung Beroleh, 83000 Batu Pahat, Johor",Batu Pahat,峇株巴轄,濟公活佛,2011.0,,,1.869672,102.969365,True,Johor
496,M12,,True,False,False,False,False,False,False,False,False,A062,,慈航堂,"No.29, Jalan Laut, Sri Menanti, Parit Jawa, 84160 Muar, Johor",Muar,麻坡,大伯公/老伯爺公,1999.0,,,1.910646,102.689554,True,Johor
497,KT04,,True,False,False,False,False,False,False,False,False,A065,,泰山宮,"J52, Kampung Penggerang, 81600 Pengerang, Johor",Kota Tinggi,哥打丁宜,大士爺,1910.0,,,1.393035,104.146881,True,Johor
498,KT20,,True,False,False,False,False,False,False,False,False,A070,1.0,夫人媽廟,"Kampung Sungai Rengit,81600 Pengerang, Johor",Kota Tinggi,哥打丁宜,夫人媽,,,,1.350762,104.2244809,True,Johor
499,KT07,,True,False,False,False,False,False,False,False,False,A071,,寶安宮,"Jalan Kerisi, Kampung Sungai Rengit, 81600 Pengerang, Johor",Kota Tinggi,哥打丁宜,四位王府,1930.0,,,1.3516627,104.2246369,True,Johor
500,KT11,,True,False,False,False,False,False,False,False,False,A073,,新鳳山廟,"Teluk Ramunia, 81600 Bandar Penawar, Johor",Kota Tinggi,哥打丁宜,天后聖母,1940.0,,,1.372823,104.246609,True,Johor
501,JB04,,True,False,False,False,False,False,False,False,False,A084,,慈規堂,"Jalan Danau 1, Taman Desa Jaya, 81100 Johor Bahru, Johor",Johor Bahru,新山,齊天大聖、洪老仙師、太上老君,1986.0,,,1.5552275,103.80439,True,Johor
502,JB09,,True,False,False,False,False,False,False,False,False,A098,,地南古廟 ,"Batu, 20, Jalan Sungai Tiram, 81800 Ulu Tiram, Johor",Johor Bahru,新山,玄天大帝,2005.0,,,1.601479,103.8339188,True,Johor
503,JB07,,True,False,False,False,False,False,False,False,False,A119,,濟聖宮,"Jalan Sagu 35, Taman Daya, 81100 Johor Bahru, Johor",Johor Bahru,新山,法主公,1998.0,,,1.5487351,103.7636737,True,Johor
504,T11,,True,False,False,False,False,False,False,False,False,A149,,天雲寺,"84700, Jln Sengkang, 84700 Gerisek, Johor",Tangkak,東甲,乌髻观音,1978.0,,,2.2462489,102.6690262,True,Johor
505,T24,,True,False,False,False,False,False,False,False,False,A150,,侯爺府天波楊門,"Jln Sengkang, 84700 Gerisek, Johor",Tangkak,東甲,杨五六元帅,2009.0,,,2.2462489,102.6690262,True,Johor
506,T01,,True,False,False,False,False,False,False,False,False,A155,,繭云宫,"Jalan Padang Lalang, Kampung Padang Lalang, 84900 Tangkak, Johor",Tangkak,東甲,金阙大夫,1896.0,,,2.2712655,102.5450202,True,Johor
507,M14,,True,False,False,False,False,False,False,False,False,A164,,麻坡大悲林,"Taman Muar, 84000 Muar, Johor",Muar,麻坡,,,,,2.077203,102.5741221,True,Johor
508,JB02,,,,,,,,,,,,,寶蓮宮,"Lot 562, Jalan Tan Hock Kiat, Taman Tampoi, 81200 Johor Bahru, Johor",Johor Bahru,新山,蓮花三太子,1960.0,,,1.4562564,103.7634963,True,Johor
509,JB03,,,,,,,,,,,,,三鳳宫,"Taman Abad, 80250 Johor Bahru, Johor",Johor Bahru,新山,洪仙大帝,1972.0,,,1.482543,103.7595973,True,Johor
510,JB05,,,,,,,,,,,,,宋大峯祖師,"Jalan Puteri Senibong,Kampung Teluk Jawa, 81750, Johor",Johor Bahru,新山,宋大峯祖师,1990.0,,,1.47621,103.8487121,True,Johor
511,JB06,,,,,,,,,,,,,佛光庙,"PTD162542, Jalan Mutiara Emas 3/2, Taman Mount Austin, 81100 Johor Bahru, Johor",Johor Bahru,新山,释迦摩尼,1997.0,,,1.5458745,103.7887178,True,Johor
512,JB08,,,,,,,,,,,,,美樂福德正神拿督廟,"No. 14, Jalan Taban, Taman Melodies, 80250 Johor Bahru, Johor.",Johor Bahru,新山,法主公,2005.0,,,1.4933694,103.7627061,True,Johor
513,JB10,,,,,,,,,,,,,新山噶瑪剛善佛教中心,"Jalan Gunung 35, Bandar Seri Alam, 81750 Masai, Johor",Johor Bahru,新山,,2008.0,,,1.5157821,103.8627547,True,Johor
514,JB11,,,,,,,,,,,,,烏魯地南德教會濟安善社+北帝宮,"No 14, Jalan Resam 9/Ledang, Taman Bukit Tiram, 81800 ,Ulu Tiram, Johor",Johor Bahru,新山,,2011.0,,,1.6080511,103.8142471,True,Johor
515,JB12,,,,,,,,,,,,,地南新村-拿督公,"Kampung Baru, 81800 Ulu Tiram, Johor",Johor Bahru,新山,拿督公,2017.0,,,1.60084,103.8149438,True,Johor
516,JB13,,,,,,,,,,,,,新山福林園德教會濟真善社,"78, Jalan Bertam 14, Taman Daya,81100, Johor Bahru, Johor.",Johor Bahru,新山,真武大帝,2018.0,,,1.539968,103.765245,True,Johor
517,JB14,,,,,,,,,,,,,福靈宮,"PTD 65818, Jalan Sagu 6, Taman Daya, 81100 Johor Bahru, Johor.",Johor Bahru,新山,观音菩萨,2019.0,,,1.541181,103.7676328,True,Johor
518,KT02,,,,,,,,,,,,,護福廟,"81900 Bandar Penawar, Pengerang, Johor.",Kota Tinggi,哥打丁宜,大伯公,1885.0,,,1.3647023,104.1111109,True,Johor
519,KT03,,,,,,,,,,,,,福德宫,"81900 Bandar Penawar, Pengerang, Johor.",Kota Tinggi,哥打丁宜,福德正神,1895.0,,,1.3647023,104.1111109,True,Johor
520,KT05,,,,,,,,,,,,,三灣觀音寺,"81900 Bandar Penawar, Pengerang, Johor.",Kota Tinggi,哥打丁宜,觀音娘娘,1925.0,,,1.3647023,104.1111109,True,Johor
521,KT08,,,,,,,,,,,,,鳳山宮,"351, Jln Kurau 1, Kampung Sungai Rengit, 81600 Bandar Penawar, Johor",Kota Tinggi,哥打丁宜,關帝聖君,1930.0,,,1.3516863,104.2208316,True,Johor
522,KT06,,,,,,,,,,,,,順鎮宮,"81900 Bandar Penawar, Pengerang, Johor.",Kota Tinggi,哥打丁宜,大伯公,1936.0,,,1.3647023,104.1111109,True,Johor
523,KT09,,,,,,,,,,,,,四灣沈氏祖廟,"jalan kurau 1 ,Kampung Sungai Rengit, 81600 Bandar Penawar, Johor",Kota Tinggi,哥打丁宜,武德候祖勇公,1943.0,,,1.353065,104.2235484,True,Johor
524,KT10,,,,,,,,,,,,,山福寺," Jalan Teluk Ramunia, Bandar Penawar, 81600，Johor",Kota Tinggi,哥打丁宜,海南佛祖,1946.0,,,1.3719853,104.2492161,True,Johor
525,KT12,,,,,,,,,,,,,福潮亭,"81900 Bandar Penawar, Pengerang, Johor.",Kota Tinggi,哥打丁宜,大伯公,1964.0,,,1.3647023,104.1111109,True,Johor
526,KT13,,,,,,,,,,,,,順安宮,"Taman Bayu, 81900 Bandar Penawar, Pengerang, Johor.",Kota Tinggi,哥打丁宜,三位王府,1965.0,,,1.379772,104.2716186,True,Johor
527,KT14,,,,,,,,,,,,,華山宮,"81900 Bandar Penawar, Pengerang, Johor.",Kota Tinggi,哥打丁宜,仙法師,1968.0,,,1.3647023,104.1111109,True,Johor
528,KT15,,,,,,,,,,,,,關帝廟,"81900 Bandar Penawar, Pengerang, Johor.",Kota Tinggi,哥打丁宜,關帝聖君,1970.0,,,1.3647023,104.1111109,True,Johor
529,KT16,,,,,,,,,,,,,真空教應光道堂,"3, Jalan Kota Tinggi - Pengerang, Kampung Sungai Rengit, 81600 Bandar Penawar, Johor",Kota Tinggi,哥打丁宜,真空祖,1997.0,,,1.3505714,104.2246893,True,Johor
530,KT17,,,,,,,,,,,,,天法威靈廟,"81900 Bandar Penawar, Pengerang, Johor.",Kota Tinggi,哥打丁宜,严氏通天皇,1998.0,,,1.3647023,104.1111109,True,Johor
531,KT18,,,,,,,,,,,,,紫煥閣,"286, Jalan Kurau 4, Kampung Sungai Rengit, 81600 Bandar Penawar, Johor.",Kota Tinggi,哥打丁宜,玉皇大帝,2001.0,,,1.3552564,104.2235522,True,Johor
532,KT21,,,,,,,,,,,,,福山宫,"81600 Pengerang, Johor",Kota Tinggi,哥打丁宜,福德正神,,,,1.3647023,104.1111109,True,Johor
533,KL01,,,,,,,,,,,,,譚公仙聖廟,"Lot 5503, Jalan Seelong 1, Kampung Baru Seelong, 81400 Senai, Johor",Kulai,古來,譚公仙聖,1902.0,,,1.6295451,103.6960851,True,Johor
534,KL02,,,,,,,,,,,,,洪仙大帝廟,"No.106, KG.Baru Seelong, 81410 Senai, Johor",Kulai,古來,洪仙大帝,1970.0,,,1.626337,103.6963732,True,Johor
535,KL03,,,,,,,,,,,,,觀音堂,"33, Jalan Wayang, Lorong 3, Kulai, Johor.",Kulai,古來,觀音娘娘,1985.0,,,1.6493021,103.613745,True,Johor
